income,spending_score,true_cluster
100.12284981043538,85.2898385416967,4
66.49830745905166,56.32281231220942,2
55.70817774444019,54.07758649360805,2
28.68196867297493,22.14267542907048,0
95.14595773921212,19.040368820219438,3
80.90885362680868,88.20124560466715,4
83.59427742370443,79.14572308987223,4
85.68933467248539,18.719317089728918,3
24.15190997863607,84.72250762245471,1
33.75400408659004,74.8570546615023,1
30.030680739854766,18.59247719974912,0
89.34743910925886,22.410270332593647,3
88.34968981709014,66.1884730115865,4
27.647351081207056,11.218910311207289,0
61.685951206410195,46.26380288107644,2
93.28258428702023,18.786844085396634,3
57.08781871302538,50.49124483631793,2
29.306110305670558,18.193377826464268,0
82.07860075787615,30.988752595126122,3
55.61780020969718,51.298751537491846,2
77.25662565414116,16.845469869915433,3
91.94499811493066,19.219141673793892,3
63.425343064159,56.813393841083595,2
30.58246529608824,25.811869943197337,0
23.574645011633326,82.89483449145911,1
36.18599713497571,25.587680714697193,0
27.236167374241276,26.342733357313495,0
95.7025430291163,16.538578066025583,3
82.17318299697088,84.01803529298023,4
26.38976032662362,31.113669107053624,0
72.7329371820758,56.19479156330688,2
29.567939270517996,26.021197387352146,0
89.3127609284843,27.426897871840772,3
22.852179016784106,83.93932165180298,1
65.72401058095922,53.90834750783479,2
89.2324944511154,74.26675735639745,4
85.09067590059917,32.554323654112764,3
57.3597330798181,50.78444346371655,2
34.746191682258285,74.54367527123156,1
31.039085555107093,82.31190427837302,1
73.88795140004105,38.796408844449516,2
51.733983792257455,44.37304976050926,2
62.142092915790286,45.842542428436076,2
96.35054692109753,69.44756308146131,4
65.3975992525995,51.843797125259655,2
89.88590275258387,13.984823812173147,3
85.0666776266014,21.462123268951473,3
84.96166894691534,16.403644127335866,3
93.74471890231293,23.77007305558568,3
28.845834211313264,81.80928405400168,1
25.149038382640875,16.98945773849278,0
50.88378020427592,47.09459556280249,2
41.31711540726318,81.04746687699104,1
24.66291342224686,75.10513829020736,1
89.87459043621512,20.703964299852693,3
88.69391278063668,26.592661111923142,3
95.23392382032407,21.10005203443011,3
36.95157347404442,75.07590608988974,1
33.88613122860416,29.13817913844815,0
26.821438777397766,23.079604598680135,0
30.405169228127544,11.451510882719258,0
93.4593417783346,81.86750092726122,4
31.364759607624777,87.84285652569457,1
27.320910287597872,85.13839276594084,1
56.46381145833473,55.097612582126146,2
19.650493004921803,16.626274824554166,0
28.52767130398278,75.47758301385507,1
90.14706104555366,22.9879897474727,3
18.48737270820575,79.8409167473047,1
27.943712900839383,75.18633638467028,1
102.91909474506934,15.395914622671704,3
77.59534739976074,79.46527976292327,4
85.04701681924493,18.07168495008204,3
89.92651936291851,14.616473771085012,3
22.57829573473151,72.07726032149434,1
40.55239595958557,43.85367415199426,2
81.31149395101606,11.55521735374067,3
99.8698062810077,78.50578376266174,4
85.44520403067781,20.902362718857248,3
31.660144795980113,84.96309949421614,1
86.91679849597983,73.64471886866629,4
29.537389743515376,82.04691184889987,1
30.36138125964616,94.77945267491171,1
86.67810416791691,72.8127326444669,4
63.02992367388274,55.19453116502073,2
79.77970536386907,79.6667138066203,4
25.93846799816425,23.67005773304521,0
108.47328485073143,86.71744946860746,4
24.964694860664167,18.144725744892714,0
57.150328133034265,46.08002460455773,2
60.68110407150749,53.97278404712628,2
90.45482734916236,15.93702973092733,3
47.849144480054356,51.11872588861657,2
24.696855382793203,80.92235063567317,1
31.451773629396204,8.520318532053214,0
23.626177717643372,82.84155458381109,1
99.01414231257617,80.44456868251865,4
84.60951197190985,22.951515029039033,3
83.96389571100178,12.714868323273606,3
90.7217737902714,83.08663300435249,4
60.38568011457278,43.53353133242416,2
29.032285730003945,82.42430514088723,1
67.60146689511974,45.753983206287316,2
88.38355899333266,84.30525353477577,4
58.10838453215793,54.55381532295961,2
91.86544539358803,28.85213730169731,3
32.061709737410766,9.421759067823597,0
93.68500020026055,84.54504626028383,4
26.39616786048717,18.24983750124034,0
96.94866524100041,24.749976163777617,3
21.128868057795437,15.68093474963175,0
31.284562464781224,72.52556732772807,1
94.95249809392818,24.881057816003832,3
21.507775547697513,77.47612806340784,1
23.36199015596383,12.822760255515975,0
90.0314621983091,80.28188356258845,4
63.09021160325196,53.082715705473255,2
30.522282409429028,18.205955897204795,0
91.93631136202853,15.036614338686062,3
59.0892894297865,53.52990323890746,2
34.93526947261913,12.674938100173867,0
70.59272544168658,52.429890265765735,2
38.867364268449094,16.890378690358116,0
86.12056269454484,73.51071197831362,4
30.078011351267442,88.7212044629439,1
84.21045923651937,84.11630875999063,4
97.83287284292598,20.126023049796554,3
80.4334340472338,76.40374986227737,4
91.46979942665234,16.958340947773223,3
52.79822155766534,47.99299258495431,2
35.78025677546593,82.47668556161899,1
79.72119282545474,28.123234244992478,3
58.75126649785635,47.041994392047,2
31.987580588421384,25.853270762734155,0
94.26968926853334,73.25214744897278,4
23.094038535466183,22.254188110074033,0
63.090286117836285,73.11638894392833,2
38.79389261352932,18.645342197080787,0
20.355100592632635,81.10780315119382,1
28.659223288044895,84.28400296455256,1
94.09171782776978,18.138399460439263,3
36.85693688709012,84.51159819612064,1
89.9521641521003,88.87966483334016,4
92.30439269363585,79.80383151143545,4
90.4642098458857,74.83229479203042,4
32.169816150285804,16.129281472369254,0
31.50295710207526,82.07868925698186,1
92.1995894765811,74.36072128203587,4
56.02928121138967,55.114600008777344,2
60.27343103942288,46.0903979143651,2
31.758434839792088,75.71389149184179,1
80.79531497558627,87.66606093139106,4
25.300480245982577,78.06763090276594,1
31.776721662387455,21.566331633079336,0
84.08564372198674,83.02427909310707,4
99.30691185313513,80.69404780575715,4
94.14086395026668,17.592677168684983,3
99.77169327342776,71.71939125071066,4
72.7982002479376,38.28747320286499,2
23.923013277993455,21.885483995571644,0
29.919016651572395,13.653734426264599,0
31.55929676549054,84.69093723066386,1
62.1467241620897,53.364707158209406,2
33.52114256280162,93.14273375485988,1
30.597908190525846,76.97914607530281,1
34.93236095996694,91.38075789592368,1
92.47758872565375,16.617652683176154,3
95.85071840050651,19.11765571098717,3
26.733703652848902,20.665535538259196,0
62.66291656887737,54.64780432057602,2
54.110948093712295,52.772620845579624,2
85.02602993446757,16.638913758818184,3
27.183153684390287,23.25536026151579,0
24.551855546872734,11.526177791988252,0
82.90044892400535,67.7646069334394,4
90.5819757899563,23.57094215262148,3
28.595079751659984,18.595178258304916,0
25.919851670529056,81.39352218296602,1
30.349252310676,73.14217821301627,1
61.19435817344082,46.39869873704723,2
52.43469627398973,55.507171682328654,2
29.78504376534029,29.387861934884036,0
14.281529375461535,24.931415026251344,0
83.77652307404126,78.85796793149835,4
69.51610089687212,42.57310700703891,2
28.412059000572263,96.32101499953771,1
32.9802849180674,19.170414192972892,0
25.787681436735888,18.03402712041339,0
60.41881250994011,47.68811841882944,2
97.07578310438296,80.40511088846065,4
22.030883706609416,21.18116741521474,0
31.25318157002853,8.241979256721347,0
24.48345459459718,89.29960643010523,1
102.36448754929192,90.53204505465922,4
97.66598937473054,16.45057166698502,3
86.81699311433684,76.54509055613192,4
58.484591091641036,42.5133009082109,2
35.49241270621245,21.972506657958107,0
87.17377016629007,21.392299624145817,3
91.99388407187755,75.50908078066068,4
84.74629047969145,71.70320161421398,4
68.64763973439669,41.38482709292336,2
87.29960717112453,83.737099594085,4
93.87225569751088,88.21178934519409,4
92.05053585466295,31.257025035295317,3
90.58605659129299,15.361941296867201,3
80.36132207845456,81.22078181520334,4
89.88892118404566,18.26804816647917,3
86.81845428976536,75.24276300642593,4
57.1684088052634,56.5337035818042,2
72.86366453595195,53.80351413390807,2
69.79446782358981,41.4191517322362,2
41.19464706686854,82.84299752547072,1
89.32603170185502,78.67418240280067,4
101.78835079749834,80.21158131183037,4
88.50621510912556,85.82942570572614,4
20.696019413603203,80.41137784883617,1
27.21949384312523,17.205621478578458,0
99.13874446361794,83.23346026210795,4
32.168373633050486,29.228219398795815,0
30.550564659213013,8.074586512394642,0
27.12495457292826,18.886046140017097,0
54.4384171705315,49.6428478636292,2
66.97898251292976,50.06139836611752,2
31.545302344336587,79.553324505403,1
94.48376163073956,23.66222159260079,3
24.919237691589572,70.9109166518848,1
85.80164695204449,81.28387946440533,4
38.4167658656166,71.58889362324632,1
103.13881759930604,15.150210287869092,3
33.13164939370139,81.78190803939911,1
32.83942574744127,79.56302652405877,1
39.47527689304435,24.604608374917454,0
64.11756114224708,40.32370477286209,2
34.881103304218016,72.61481410139626,1
85.46189552829418,71.46647774241396,4
34.430799479972464,21.028209687139825,0
64.87717271303376,53.77777305154167,2
93.11607908544704,29.196433478015464,3
34.875154934365185,28.137440171424938,0
55.244875569403796,49.311581351198605,2
89.35781784027266,73.78854606548376,4
97.07664072432772,17.18494608737177,3
55.36304871277457,48.57908835955995,2
29.79172938176854,72.98793177428281,1
91.3445548908625,20.07555440469077,3
98.70686164677025,25.75562495651124,3
89.62392541636098,85.73085392300743,4
24.05678204921587,76.60221362238337,1
31.94450381636877,17.6895063175021,0
