x,y,is_noise
0.6467067645080847,-0.3613421438814329,0
1.958957764564572,-0.1344276367246894,0
-0.09755938694921149,0.4554263917392662,0
0.9146383202968813,0.25702642735240444,0
1.1811991243928386,-0.4935923538097195,0
1.0229322322618426,-0.4476760580865318,0
0.4029354524959143,-0.2704287194924225,0
-0.5917517106127824,0.7229453510306079,0
0.92962492201003,0.06931983220217738,0
0.18544462947709348,0.0034333269446548157,0
1.3046210635055357,-0.34206395630116476,0
0.37683010077591483,0.8760704854927431,0
0.9373989210145395,-0.4870281685964053,0
0.6437275096630273,0.887352633289032,0
0.15197783563398934,-0.02792623898087107,0
0.9896296981503803,-0.5395516314639976,0
1.9991658251020021,0.30871812158531425,0
0.7208623650291625,-0.39872856253221856,0
-0.8991627868762712,0.021594398369655137,0
0.14275883750075968,0.2581526202373856,0
-0.057468107974230645,1.009610989933743,0
-0.8061748826809925,0.5831733261577183,0
1.5054527221799172,-0.4294330961864587,0
1.5093488249121818,-0.39633830208799437,0
-0.7078509639754305,0.8377300531377547,0
0.6038468303496244,0.7798768404790514,0
1.8663236843987572,0.10608695451258428,0
2.10567226344243,0.42476045811285285,0
0.04934222756869938,0.26398262724402305,0
1.4480453790009187,-0.3307235786666486,0
1.0318868584708885,0.40882437714274217,0
0.04431116743749252,0.2400300475354285,0
0.8409095955098966,0.5969913345120262,0
0.8435615777961181,0.36786790216279935,0
0.7470064931507273,-0.3637152373245154,0
-0.8299284717032528,0.5689422787578454,0
1.0113718088562855,0.034200434772437546,0
-0.25484676679116647,1.035719713741847,0
0.5918029298221875,0.9404167741892394,0
-0.061256724145953914,1.1285600211855027,0
-0.4313990603936093,0.835290528086551,0
-0.04823893676802559,1.1305403129759348,0
1.9613086053533895,0.16403920274333,0
0.21033910032132835,0.9462705556937566,0
-0.19233418999431506,0.9075975828802731,0
0.34811769947883076,1.0633758933584034,0
1.18997732114852,-0.5126028924549044,0
1.0988336458305472,-0.33114245361005645,0
-0.6674888003898349,0.7818813309367327,0
1.122448697797618,-0.48636066626177865,0
0.23877021345236618,-0.08236492426590435,0
-1.1272645741290395,0.19486525775409333,0
1.2579257160909254,-0.30583661611286794,0
0.03753733394203842,1.0049125000157255,0
2.0298639180537434,0.45024861546645684,0
1.8695159897022777,0.08608354810706968,0
-0.3948568578051207,0.8570491626341961,0
-0.404219941713195,0.9078118630259233,0
0.43377671984235183,-0.17258441327882834,0
0.8896039911843563,0.5437321834464227,0
1.1133965643634598,-0.42615004903771636,0
0.35964507582985156,0.8973622768108218,0
0.8668716320357912,0.040730011861576695,0
0.21331189891212451,-0.09144294617458396,0
0.22399905080660817,0.003075080042688659,0
0.7779771006287362,0.609505176131659,0
0.895182747457675,0.5125683296218201,0
1.5797764749767447,-0.2209934686325627,0
0.36350142631665083,0.9846631391897199,0
0.25553186097501057,-0.23114374148580713,0
-0.5151849035717304,0.835314088142886,0
-1.0101442905116098,0.43488452284881834,0
1.2000496959488616,-0.577049843813375,0
0.43754784153877546,-0.2407395505343472,0
-0.9613386636864927,0.4086860608440279,0
1.7901451317001496,0.2731194474492695,0
-0.17911210001580222,1.0437897881307172,0
-0.15599727750301995,1.0750580136340853,0
0.1479292813967577,0.998250917539795,0
2.0123623078199775,0.3312219693652902,0
0.11813524847226702,0.19590389756233345,0
-0.042941574594438016,0.5109696837452491,0
0.7782296098237882,0.4998784858340387,0
-0.8854257142937247,0.5027207960346013,0
-0.142502004747479,0.9921285546140721,0
-0.6508642342965263,0.7267389755193411,0
-0.7593997901659436,0.6142853266911785,0
-0.048505818087766286,0.9395214978455722,0
0.9263787688931046,0.343058914307921,0
0.9827300732273642,0.2781317042283856,0
0.4334927052818691,-0.296449438598277,0
-0.37081463310798934,0.8763597953903787,0
0.1063847704932408,1.120821119214065,0
1.0734867464373585,-0.37281828560387614,0
0.703058955833009,0.7717113631269148,0
0.8419348943866056,0.3858701785018372,0
0.17014335190385352,-0.1689101565884198,0
-0.9268289899652447,-0.08455266041562398,0
1.7303735611538877,0.022333158052449172,0
0.19746995009489293,1.055459541935304,0
1.1256662502036414,-0.3939122216100066,0
